precision|recall|thresholds
0.09091108254951218|1.0|0.3812978736437258
0.09154586657676893|0.9816049481886095|0.40771615778169934
0.09211507848007813|0.9621656357940397|0.4124430192062796
0.09269880393736867|0.9425656679251345|0.416113614424845
0.09351904491188175|0.9249738934854205|0.4189551453568951
0.09421931019497397|0.9056149088280183|0.4210085916217853
0.09514220558495762|0.888103462125472|0.42219628802281134
0.09611359443734922|0.8705116876857579|0.4232570509147933
0.09716288048599739|0.8530805687203792|0.4243611431347554
0.09843360290227496|0.8369346935496828|0.4254692354272205
0.10001269568444388|0.822636356333842|0.42661205195834073
0.10140987417252009|0.8060085147401398|0.4277479850113693
0.10323269768464705|0.7918708329986345|0.42890677965655866
0.10624951427207426|0.768736444694353|0.4300543857449221
0.10826723928930142|0.7533135191581654|0.4311885097579991
0.11022268180069257|0.7363643666157924|0.4323881217881028
0.11234883837623563|0.7194152140734196|0.43373838814334315
0.11460190915766286|0.7020644228452084|0.43515152350454256
0.11708074107645612|0.684793959354165|0.43667843487220637
0.11964937068381368|0.6666398907542774|0.43855744717752726
0.12284934000910332|0.6504136878464134|0.44094344771561045
0.12566844919786097|0.6304924090288376|0.44432353627934795
0.1283133346891736|0.6081612980962326|0.4499238767457665
0.13067977244905307|0.5830990440999277|0.4604753060381
0.13379538080519132|0.559804000321311|0.4725358484699468
0.13696376424135237|0.5349827295365089|0.4816935280081463
0.14157587031623706|0.513535223712748|0.48956071934873613
0.14524563423527154|0.48638444855008434|0.49711224920449937
0.15012036843207033|0.4608402281307736|0.5047045875827162
0.15576530171793618|0.4348140412884569|0.5124746412168436
0.16173273657289003|0.4063780223311109|0.5204877019935289
0.16902826728044307|0.37754036468792673|0.5291146535527705
0.17571123170531164|0.3433207486545104|0.5388186973202698
0.18516385969963053|0.3099847377299381|0.5501068836239004
0.1954817888427847|0.2724716844726484|0.5625264226487651
0.21322099805573558|0.23785042975339385|0.5779975729339846
0.2380540332660321|0.1988914772270865|0.5969116646232001
0.27705627705627706|0.15422925536187646|0.6249352179440608
0.3657126337091645|0.10161458751706964|0.6786685645667723
0.0|0.0|0.9968966919286495
